央视,#genre#
NewTV武搏世界,http://39.134.65.162/PLTV/88888888/224/3221225547/1.m3u8
NewTV武搏世界,http://117.169.120.98:8080/ysten-businessmobile/live/SD-1500k-576P-bokesen/1.m3u8
NewTV炫舞未来,http://39.135.138.60:18890/PLTV/88888888/224/3221225707/index.m3u8
NewTV炫舞未来,http://39.134.65.164/PLTV/88888888/224/3221225646/1.m3u8
NewTV炫舞未来,http://39.134.65.162/PLTV/88888888/224/3221225646/1.m3u8
NewTV中国功夫,http://111.40.196.9/PLTV/88888888/224/3221225678/index.m3u8
NewTV中国功夫,http://39.135.138.60:18890/PLTV/88888888/224/3221225660/index.m3u8
NewTV中国功夫,http://39.134.65.164/PLTV/88888888/224/3221225604/1.m3u8
NewTV中国功夫,http://39.134.65.162/PLTV/88888888/224/3221225604/1.m3u8
NewTV超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
NewTV超级电视剧,http://39.135.138.60:18890/PLTV/88888888/224/3221225625/index.m3u8
NewTV超级电视剧,http://39.135.138.60:18890/PLTV/88888888/224/3221225765/index.m3u8
NewTV超级电视剧,http://39.134.65.164/PLTV/88888888/224/3221225637/1.m3u8
NewTV超级电视剧,http://39.134.65.179/PLTV/88888888/224/3221225637/1.m3u8
NewTV超级电视剧,http://39.134.65.181/PLTV/88888888/224/3221225637/1.m3u8
NewTV超级电视剧,http://39.134.65.173/PLTV/88888888/224/3221225637/1.m3u8
NewTV超级电视剧,http://39.134.65.183/PLTV/88888888/224/3221225637/1.m3u8

咪咕,#genre#
咪咕体育1,http://39.134.66.66/PLTV/88888888/224/3221225613/index.m3u8
咪咕体育2,http://39.134.66.66/PLTV/88888888/224/3221225619/index.m3u8
咪咕体育3,http://39.134.66.66/PLTV/88888888/224/3221225620/index.m3u8
咪咕体育4,http://39.134.65.162/PLTV/88888888/224/3221225611/index.m3u8
咪咕体育5,http://39.134.66.66/PLTV/88888888/224/3221225617/index.m3u8

轮播电影,#genre#
CHC家庭影院,http://39.134.19.251:6610/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$超清
CHC高清电影,http://39.134.19.251:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$超清
CHC动作电影,http://39.134.19.251:6610/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$超清
